representacion,clasificador,carga_train,carga_test,distancia_carga,fold,clase,diametro_pulg,n,recall
estadisticos,SVM-RBF,1,3,2,4,B,0.021,22,1.0
estadisticos,SVM-RBF,1,3,2,4,IR,0.007,22,1.0
estadisticos,SVM-RBF,1,3,2,4,IR,0.014,22,0.9090909090909092
estadisticos,SVM-RBF,1,3,2,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,1,3,2,4,Normal,0.0,93,1.0
estadisticos,SVM-RBF,1,3,2,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,1,3,2,4,OR,0.014,22,1.0
estadisticos,SVM-RBF,1,3,2,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,0,2,0,B,0.007,24,0.0
estadisticos,SVM-RBF,2,0,2,0,B,0.014,24,0.8333333333333334
estadisticos,SVM-RBF,2,0,2,0,B,0.021,24,0.125
estadisticos,SVM-RBF,2,0,2,0,IR,0.007,24,1.0
estadisticos,SVM-RBF,2,0,2,0,IR,0.014,24,0.0
estadisticos,SVM-RBF,2,0,2,0,IR,0.021,24,0.9166666666666666
estadisticos,SVM-RBF,2,0,2,0,Normal,0.0,48,1.0
estadisticos,SVM-RBF,2,0,2,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,2,0,2,0,OR,0.014,24,0.1666666666666666
estadisticos,SVM-RBF,2,0,2,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,2,0,2,1,B,0.007,23,0.0
estadisticos,SVM-RBF,2,0,2,1,B,0.014,22,0.8181818181818182
estadisticos,SVM-RBF,2,0,2,1,B,0.021,23,0.3043478260869565
estadisticos,SVM-RBF,2,0,2,1,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,0,2,1,IR,0.014,22,0.0
estadisticos,SVM-RBF,2,0,2,1,IR,0.021,23,0.1739130434782608
estadisticos,SVM-RBF,2,0,2,1,Normal,0.0,46,1.0
estadisticos,SVM-RBF,2,0,2,1,OR,0.007,23,1.0
estadisticos,SVM-RBF,2,0,2,1,OR,0.014,22,0.0
estadisticos,SVM-RBF,2,0,2,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,0,2,2,B,0.007,22,0.0
estadisticos,SVM-RBF,2,0,2,2,B,0.014,23,0.8695652173913043
estadisticos,SVM-RBF,2,0,2,2,B,0.021,22,0.7272727272727273
estadisticos,SVM-RBF,2,0,2,2,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,0,2,2,IR,0.014,23,0.0
estadisticos,SVM-RBF,2,0,2,2,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,0,2,2,Normal,0.0,47,1.0
estadisticos,SVM-RBF,2,0,2,2,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,0,2,2,OR,0.014,23,0.0
estadisticos,SVM-RBF,2,0,2,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,0,2,3,B,0.007,23,0.0
estadisticos,SVM-RBF,2,0,2,3,B,0.014,22,0.7727272727272727
estadisticos,SVM-RBF,2,0,2,3,B,0.021,23,0.1304347826086956
estadisticos,SVM-RBF,2,0,2,3,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,0,2,3,IR,0.014,22,0.0
estadisticos,SVM-RBF,2,0,2,3,IR,0.021,23,1.0
estadisticos,SVM-RBF,2,0,2,3,Normal,0.0,46,1.0
estadisticos,SVM-RBF,2,0,2,3,OR,0.007,23,1.0
estadisticos,SVM-RBF,2,0,2,3,OR,0.014,22,0.0
estadisticos,SVM-RBF,2,0,2,3,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,0,2,4,B,0.007,22,0.0
estadisticos,SVM-RBF,2,0,2,4,B,0.014,22,1.0
estadisticos,SVM-RBF,2,0,2,4,B,0.021,22,0.0
estadisticos,SVM-RBF,2,0,2,4,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,0,2,4,IR,0.014,22,0.0909090909090909
estadisticos,SVM-RBF,2,0,2,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,0,2,4,Normal,0.0,46,1.0
estadisticos,SVM-RBF,2,0,2,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,0,2,4,OR,0.014,22,0.0
estadisticos,SVM-RBF,2,0,2,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,1,1,0,B,0.007,24,1.0
estadisticos,SVM-RBF,2,1,1,0,B,0.014,24,0.9583333333333334
estadisticos,SVM-RBF,2,1,1,0,B,0.021,24,1.0
estadisticos,SVM-RBF,2,1,1,0,IR,0.007,24,1.0
estadisticos,SVM-RBF,2,1,1,0,IR,0.014,24,1.0
estadisticos,SVM-RBF,2,1,1,0,IR,0.021,24,1.0
estadisticos,SVM-RBF,2,1,1,0,Normal,0.0,95,1.0
estadisticos,SVM-RBF,2,1,1,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,2,1,1,0,OR,0.014,24,1.0
estadisticos,SVM-RBF,2,1,1,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,2,1,1,1,B,0.007,22,0.9090909090909092
estadisticos,SVM-RBF,2,1,1,1,B,0.014,23,0.9565217391304348
estadisticos,SVM-RBF,2,1,1,1,B,0.021,22,1.0
estadisticos,SVM-RBF,2,1,1,1,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,1,1,1,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,1,1,1,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,1,1,1,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,1,1,1,OR,0.007,23,1.0
estadisticos,SVM-RBF,2,1,1,1,OR,0.014,23,1.0
estadisticos,SVM-RBF,2,1,1,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,1,1,2,B,0.007,23,1.0
estadisticos,SVM-RBF,2,1,1,2,B,0.014,22,1.0
estadisticos,SVM-RBF,2,1,1,2,B,0.021,23,0.9565217391304348
estadisticos,SVM-RBF,2,1,1,2,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,1,1,2,IR,0.014,23,1.0
estadisticos,SVM-RBF,2,1,1,2,IR,0.021,23,1.0
estadisticos,SVM-RBF,2,1,1,2,Normal,0.0,93,0.989247311827957
estadisticos,SVM-RBF,2,1,1,2,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,1,1,2,OR,0.014,22,1.0
estadisticos,SVM-RBF,2,1,1,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,1,1,3,B,0.007,22,1.0
estadisticos,SVM-RBF,2,1,1,3,B,0.014,23,1.0
estadisticos,SVM-RBF,2,1,1,3,B,0.021,22,1.0
estadisticos,SVM-RBF,2,1,1,3,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,1,1,3,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,1,1,3,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,1,1,3,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,1,1,3,OR,0.007,23,1.0
estadisticos,SVM-RBF,2,1,1,3,OR,0.014,23,1.0
estadisticos,SVM-RBF,2,1,1,3,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,1,1,4,B,0.007,22,1.0
estadisticos,SVM-RBF,2,1,1,4,B,0.014,22,1.0
estadisticos,SVM-RBF,2,1,1,4,B,0.021,22,0.7272727272727273
estadisticos,SVM-RBF,2,1,1,4,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,1,1,4,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,1,1,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,1,1,4,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,1,1,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,1,1,4,OR,0.014,22,1.0
estadisticos,SVM-RBF,2,1,1,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,2,0,0,B,0.007,24,1.0
estadisticos,SVM-RBF,2,2,0,0,B,0.014,24,1.0
estadisticos,SVM-RBF,2,2,0,0,B,0.021,24,1.0
estadisticos,SVM-RBF,2,2,0,0,IR,0.007,24,1.0
estadisticos,SVM-RBF,2,2,0,0,IR,0.014,24,1.0
estadisticos,SVM-RBF,2,2,0,0,IR,0.021,24,1.0
estadisticos,SVM-RBF,2,2,0,0,Normal,0.0,95,1.0
estadisticos,SVM-RBF,2,2,0,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,2,2,0,0,OR,0.014,24,1.0
estadisticos,SVM-RBF,2,2,0,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,2,2,0,1,B,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,1,B,0.014,23,0.9130434782608696
estadisticos,SVM-RBF,2,2,0,1,B,0.021,23,1.0
estadisticos,SVM-RBF,2,2,0,1,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,2,0,1,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,1,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,2,0,1,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,2,0,1,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,1,OR,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,2,0,2,B,0.007,23,1.0
estadisticos,SVM-RBF,2,2,0,2,B,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,2,B,0.021,22,1.0
estadisticos,SVM-RBF,2,2,0,2,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,2,IR,0.014,23,1.0
estadisticos,SVM-RBF,2,2,0,2,IR,0.021,23,1.0
estadisticos,SVM-RBF,2,2,0,2,Normal,0.0,94,1.0
estadisticos,SVM-RBF,2,2,0,2,OR,0.007,23,1.0
estadisticos,SVM-RBF,2,2,0,2,OR,0.014,23,0.9565217391304348
estadisticos,SVM-RBF,2,2,0,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,2,0,3,B,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,3,B,0.014,23,1.0
estadisticos,SVM-RBF,2,2,0,3,B,0.021,23,1.0
estadisticos,SVM-RBF,2,2,0,3,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,2,0,3,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,3,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,2,0,3,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,2,0,3,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,3,OR,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,3,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,2,0,4,B,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,4,B,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,4,B,0.021,22,0.9545454545454546
estadisticos,SVM-RBF,2,2,0,4,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,4,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,2,0,4,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,2,0,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,2,0,4,OR,0.014,22,1.0
estadisticos,SVM-RBF,2,2,0,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,3,1,0,B,0.007,24,1.0
estadisticos,SVM-RBF,2,3,1,0,B,0.014,24,1.0
estadisticos,SVM-RBF,2,3,1,0,B,0.021,24,1.0
estadisticos,SVM-RBF,2,3,1,0,IR,0.007,24,1.0
estadisticos,SVM-RBF,2,3,1,0,IR,0.014,24,0.9583333333333334
estadisticos,SVM-RBF,2,3,1,0,IR,0.021,24,1.0
estadisticos,SVM-RBF,2,3,1,0,Normal,0.0,95,1.0
estadisticos,SVM-RBF,2,3,1,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,2,3,1,0,OR,0.014,24,0.9166666666666666
estadisticos,SVM-RBF,2,3,1,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,2,3,1,1,B,0.007,22,1.0
estadisticos,SVM-RBF,2,3,1,1,B,0.014,23,0.8695652173913043
estadisticos,SVM-RBF,2,3,1,1,B,0.021,23,1.0
estadisticos,SVM-RBF,2,3,1,1,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,3,1,1,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,3,1,1,IR,0.021,23,1.0
estadisticos,SVM-RBF,2,3,1,1,Normal,0.0,94,0.946808510638298
estadisticos,SVM-RBF,2,3,1,1,OR,0.007,23,1.0
estadisticos,SVM-RBF,2,3,1,1,OR,0.014,23,0.9130434782608696
estadisticos,SVM-RBF,2,3,1,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,3,1,2,B,0.007,23,1.0
estadisticos,SVM-RBF,2,3,1,2,B,0.014,22,0.8636363636363636
estadisticos,SVM-RBF,2,3,1,2,B,0.021,22,1.0
estadisticos,SVM-RBF,2,3,1,2,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,3,1,2,IR,0.014,23,0.8695652173913043
estadisticos,SVM-RBF,2,3,1,2,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,3,1,2,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,3,1,2,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,3,1,2,OR,0.014,22,0.9090909090909092
estadisticos,SVM-RBF,2,3,1,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,2,3,1,3,B,0.007,22,1.0
estadisticos,SVM-RBF,2,3,1,3,B,0.014,23,1.0
estadisticos,SVM-RBF,2,3,1,3,B,0.021,23,1.0
estadisticos,SVM-RBF,2,3,1,3,IR,0.007,23,1.0
estadisticos,SVM-RBF,2,3,1,3,IR,0.014,22,0.9545454545454546
estadisticos,SVM-RBF,2,3,1,3,IR,0.021,23,1.0
estadisticos,SVM-RBF,2,3,1,3,Normal,0.0,94,1.0
estadisticos,SVM-RBF,2,3,1,3,OR,0.007,23,1.0
estadisticos,SVM-RBF,2,3,1,3,OR,0.014,23,0.9565217391304348
estadisticos,SVM-RBF,2,3,1,3,OR,0.021,23,1.0
estadisticos,SVM-RBF,2,3,1,4,B,0.007,22,1.0
estadisticos,SVM-RBF,2,3,1,4,B,0.014,22,0.9545454545454546
estadisticos,SVM-RBF,2,3,1,4,B,0.021,22,1.0
estadisticos,SVM-RBF,2,3,1,4,IR,0.007,22,1.0
estadisticos,SVM-RBF,2,3,1,4,IR,0.014,22,1.0
estadisticos,SVM-RBF,2,3,1,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,2,3,1,4,Normal,0.0,93,1.0
estadisticos,SVM-RBF,2,3,1,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,2,3,1,4,OR,0.014,22,1.0
estadisticos,SVM-RBF,2,3,1,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,0,3,0,B,0.007,24,0.0
estadisticos,SVM-RBF,3,0,3,0,B,0.014,24,0.8333333333333334
estadisticos,SVM-RBF,3,0,3,0,B,0.021,24,0.125
estadisticos,SVM-RBF,3,0,3,0,IR,0.007,24,0.0416666666666666
estadisticos,SVM-RBF,3,0,3,0,IR,0.014,24,0.0
estadisticos,SVM-RBF,3,0,3,0,IR,0.021,24,0.2916666666666667
estadisticos,SVM-RBF,3,0,3,0,Normal,0.0,48,1.0
estadisticos,SVM-RBF,3,0,3,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,3,0,3,0,OR,0.014,24,0.0833333333333333
estadisticos,SVM-RBF,3,0,3,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,3,0,3,1,B,0.007,23,0.0
estadisticos,SVM-RBF,3,0,3,1,B,0.014,22,0.8181818181818182
estadisticos,SVM-RBF,3,0,3,1,B,0.021,23,0.4347826086956521
estadisticos,SVM-RBF,3,0,3,1,IR,0.007,22,0.0
estadisticos,SVM-RBF,3,0,3,1,IR,0.014,22,0.0
estadisticos,SVM-RBF,3,0,3,1,IR,0.021,23,0.0
estadisticos,SVM-RBF,3,0,3,1,Normal,0.0,46,1.0
estadisticos,SVM-RBF,3,0,3,1,OR,0.007,23,1.0
estadisticos,SVM-RBF,3,0,3,1,OR,0.014,22,0.0
estadisticos,SVM-RBF,3,0,3,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,3,0,3,2,B,0.007,22,0.0
estadisticos,SVM-RBF,3,0,3,2,B,0.014,23,0.9130434782608696
estadisticos,SVM-RBF,3,0,3,2,B,0.021,22,0.6363636363636364
estadisticos,SVM-RBF,3,0,3,2,IR,0.007,23,0.0434782608695652
estadisticos,SVM-RBF,3,0,3,2,IR,0.014,23,0.0
estadisticos,SVM-RBF,3,0,3,2,IR,0.021,22,0.5909090909090909
estadisticos,SVM-RBF,3,0,3,2,Normal,0.0,47,1.0
estadisticos,SVM-RBF,3,0,3,2,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,0,3,2,OR,0.014,23,0.0
estadisticos,SVM-RBF,3,0,3,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,0,3,3,B,0.007,23,0.0
estadisticos,SVM-RBF,3,0,3,3,B,0.014,22,0.8181818181818182
estadisticos,SVM-RBF,3,0,3,3,B,0.021,23,0.1304347826086956
estadisticos,SVM-RBF,3,0,3,3,IR,0.007,22,0.0
estadisticos,SVM-RBF,3,0,3,3,IR,0.014,22,0.0
estadisticos,SVM-RBF,3,0,3,3,IR,0.021,23,1.0
estadisticos,SVM-RBF,3,0,3,3,Normal,0.0,46,1.0
estadisticos,SVM-RBF,3,0,3,3,OR,0.007,23,1.0
estadisticos,SVM-RBF,3,0,3,3,OR,0.014,22,0.0
estadisticos,SVM-RBF,3,0,3,3,OR,0.021,23,1.0
estadisticos,SVM-RBF,3,0,3,4,B,0.007,22,0.0
estadisticos,SVM-RBF,3,0,3,4,B,0.014,22,0.9545454545454546
estadisticos,SVM-RBF,3,0,3,4,B,0.021,22,0.0
estadisticos,SVM-RBF,3,0,3,4,IR,0.007,22,0.0
estadisticos,SVM-RBF,3,0,3,4,IR,0.014,22,0.0
estadisticos,SVM-RBF,3,0,3,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,0,3,4,Normal,0.0,46,1.0
estadisticos,SVM-RBF,3,0,3,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,0,3,4,OR,0.014,22,0.0
estadisticos,SVM-RBF,3,0,3,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,1,2,0,B,0.007,24,1.0
estadisticos,SVM-RBF,3,1,2,0,B,0.014,24,0.9583333333333334
estadisticos,SVM-RBF,3,1,2,0,B,0.021,24,0.9166666666666666
estadisticos,SVM-RBF,3,1,2,0,IR,0.007,24,1.0
estadisticos,SVM-RBF,3,1,2,0,IR,0.014,24,0.9583333333333334
estadisticos,SVM-RBF,3,1,2,0,IR,0.021,24,1.0
estadisticos,SVM-RBF,3,1,2,0,Normal,0.0,95,1.0
estadisticos,SVM-RBF,3,1,2,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,3,1,2,0,OR,0.014,24,1.0
estadisticos,SVM-RBF,3,1,2,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,3,1,2,1,B,0.007,22,1.0
estadisticos,SVM-RBF,3,1,2,1,B,0.014,23,1.0
estadisticos,SVM-RBF,3,1,2,1,B,0.021,22,1.0
estadisticos,SVM-RBF,3,1,2,1,IR,0.007,23,1.0
estadisticos,SVM-RBF,3,1,2,1,IR,0.014,22,1.0
estadisticos,SVM-RBF,3,1,2,1,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,1,2,1,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,1,2,1,OR,0.007,23,1.0
estadisticos,SVM-RBF,3,1,2,1,OR,0.014,23,1.0
estadisticos,SVM-RBF,3,1,2,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,3,1,2,2,B,0.007,23,1.0
estadisticos,SVM-RBF,3,1,2,2,B,0.014,22,1.0
estadisticos,SVM-RBF,3,1,2,2,B,0.021,23,0.9565217391304348
estadisticos,SVM-RBF,3,1,2,2,IR,0.007,22,1.0
estadisticos,SVM-RBF,3,1,2,2,IR,0.014,23,1.0
estadisticos,SVM-RBF,3,1,2,2,IR,0.021,23,1.0
estadisticos,SVM-RBF,3,1,2,2,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,1,2,2,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,1,2,2,OR,0.014,22,1.0
estadisticos,SVM-RBF,3,1,2,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,1,2,3,B,0.007,22,1.0
estadisticos,SVM-RBF,3,1,2,3,B,0.014,23,1.0
estadisticos,SVM-RBF,3,1,2,3,B,0.021,22,0.9090909090909092
estadisticos,SVM-RBF,3,1,2,3,IR,0.007,23,1.0
estadisticos,SVM-RBF,3,1,2,3,IR,0.014,22,1.0
estadisticos,SVM-RBF,3,1,2,3,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,1,2,3,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,1,2,3,OR,0.007,23,1.0
estadisticos,SVM-RBF,3,1,2,3,OR,0.014,23,1.0
estadisticos,SVM-RBF,3,1,2,3,OR,0.021,23,1.0
estadisticos,SVM-RBF,3,1,2,4,B,0.007,22,1.0
estadisticos,SVM-RBF,3,1,2,4,B,0.014,22,1.0
estadisticos,SVM-RBF,3,1,2,4,B,0.021,22,0.8636363636363636
estadisticos,SVM-RBF,3,1,2,4,IR,0.007,22,1.0
estadisticos,SVM-RBF,3,1,2,4,IR,0.014,22,1.0
estadisticos,SVM-RBF,3,1,2,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,1,2,4,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,1,2,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,1,2,4,OR,0.014,22,0.7727272727272727
estadisticos,SVM-RBF,3,1,2,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,2,1,0,B,0.007,24,1.0
estadisticos,SVM-RBF,3,2,1,0,B,0.014,24,1.0
estadisticos,SVM-RBF,3,2,1,0,B,0.021,24,1.0
estadisticos,SVM-RBF,3,2,1,0,IR,0.007,24,1.0
estadisticos,SVM-RBF,3,2,1,0,IR,0.014,24,1.0
estadisticos,SVM-RBF,3,2,1,0,IR,0.021,24,1.0
estadisticos,SVM-RBF,3,2,1,0,Normal,0.0,95,1.0
estadisticos,SVM-RBF,3,2,1,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,3,2,1,0,OR,0.014,24,1.0
estadisticos,SVM-RBF,3,2,1,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,3,2,1,1,B,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,1,B,0.014,23,0.9130434782608696
estadisticos,SVM-RBF,3,2,1,1,B,0.021,23,1.0
estadisticos,SVM-RBF,3,2,1,1,IR,0.007,23,1.0
estadisticos,SVM-RBF,3,2,1,1,IR,0.014,22,1.0
estadisticos,SVM-RBF,3,2,1,1,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,2,1,1,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,2,1,1,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,1,OR,0.014,22,0.8636363636363636
estadisticos,SVM-RBF,3,2,1,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,3,2,1,2,B,0.007,23,1.0
estadisticos,SVM-RBF,3,2,1,2,B,0.014,22,1.0
estadisticos,SVM-RBF,3,2,1,2,B,0.021,22,1.0
estadisticos,SVM-RBF,3,2,1,2,IR,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,2,IR,0.014,23,1.0
estadisticos,SVM-RBF,3,2,1,2,IR,0.021,23,1.0
estadisticos,SVM-RBF,3,2,1,2,Normal,0.0,94,1.0
estadisticos,SVM-RBF,3,2,1,2,OR,0.007,23,1.0
estadisticos,SVM-RBF,3,2,1,2,OR,0.014,23,0.7391304347826086
estadisticos,SVM-RBF,3,2,1,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,2,1,3,B,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,3,B,0.014,23,1.0
estadisticos,SVM-RBF,3,2,1,3,B,0.021,23,1.0
estadisticos,SVM-RBF,3,2,1,3,IR,0.007,23,1.0
estadisticos,SVM-RBF,3,2,1,3,IR,0.014,22,0.9545454545454546
estadisticos,SVM-RBF,3,2,1,3,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,2,1,3,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,2,1,3,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,3,OR,0.014,22,1.0
estadisticos,SVM-RBF,3,2,1,3,OR,0.021,23,1.0
estadisticos,SVM-RBF,3,2,1,4,B,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,4,B,0.014,22,1.0
estadisticos,SVM-RBF,3,2,1,4,B,0.021,22,1.0
estadisticos,SVM-RBF,3,2,1,4,IR,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,4,IR,0.014,22,1.0
estadisticos,SVM-RBF,3,2,1,4,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,2,1,4,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,2,1,4,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,2,1,4,OR,0.014,22,1.0
estadisticos,SVM-RBF,3,2,1,4,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,3,0,0,B,0.007,24,1.0
estadisticos,SVM-RBF,3,3,0,0,B,0.014,24,1.0
estadisticos,SVM-RBF,3,3,0,0,B,0.021,24,1.0
estadisticos,SVM-RBF,3,3,0,0,IR,0.007,24,1.0
estadisticos,SVM-RBF,3,3,0,0,IR,0.014,24,1.0
estadisticos,SVM-RBF,3,3,0,0,IR,0.021,24,1.0
estadisticos,SVM-RBF,3,3,0,0,Normal,0.0,95,1.0
estadisticos,SVM-RBF,3,3,0,0,OR,0.007,24,1.0
estadisticos,SVM-RBF,3,3,0,0,OR,0.014,24,1.0
estadisticos,SVM-RBF,3,3,0,0,OR,0.021,24,1.0
estadisticos,SVM-RBF,3,3,0,1,B,0.007,22,1.0
estadisticos,SVM-RBF,3,3,0,1,B,0.014,23,0.9130434782608696
estadisticos,SVM-RBF,3,3,0,1,B,0.021,23,1.0
estadisticos,SVM-RBF,3,3,0,1,IR,0.007,23,1.0
estadisticos,SVM-RBF,3,3,0,1,IR,0.014,22,1.0
estadisticos,SVM-RBF,3,3,0,1,IR,0.021,23,1.0
estadisticos,SVM-RBF,3,3,0,1,Normal,0.0,94,0.9680851063829788
estadisticos,SVM-RBF,3,3,0,1,OR,0.007,23,1.0
estadisticos,SVM-RBF,3,3,0,1,OR,0.014,23,1.0
estadisticos,SVM-RBF,3,3,0,1,OR,0.021,23,1.0
estadisticos,SVM-RBF,3,3,0,2,B,0.007,23,1.0
estadisticos,SVM-RBF,3,3,0,2,B,0.014,22,0.7727272727272727
estadisticos,SVM-RBF,3,3,0,2,B,0.021,22,1.0
estadisticos,SVM-RBF,3,3,0,2,IR,0.007,23,1.0
estadisticos,SVM-RBF,3,3,0,2,IR,0.014,23,1.0
estadisticos,SVM-RBF,3,3,0,2,IR,0.021,22,1.0
estadisticos,SVM-RBF,3,3,0,2,Normal,0.0,93,1.0
estadisticos,SVM-RBF,3,3,0,2,OR,0.007,22,1.0
estadisticos,SVM-RBF,3,3,0,2,OR,0.014,22,0.9545454545454546
estadisticos,SVM-RBF,3,3,0,2,OR,0.021,22,1.0
estadisticos,SVM-RBF,3,3,0,3,B,0.007,22,1.0
estadisticos,SVM-RBF,3,3,0,3,B,0.014,23,1.0
estadisticos,SVM-RBF,3,3,0,3,B,0.021,23,1.0
estadisticos,SVM-RBF,3,3,0,3,IR,0.007,23,1.0
